Accession,Peptide count,Unique peptides,Confidence score,Anova (p),q Value,Max fold change,Power,Highest mean condition,Lowest mean condition,Mass,Description,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,COVID_POS_1,COVID_POS_2,COVID_POS_3,COVID_POS_4,COVID_POS_5,COVID_POS_6,COVID_POS_7,COVID_POS_8,COVID_POS_9,COVID_POS_10,COVID_POS_11,COVID_POS_12,COVID_POS_13,COVID_POS_14,COVID_POS_15,COVID_NEG_1,COVID_NEG_2,COVID_NEG_3,COVID_NEG_4,COVID_NEG_5,COVID_NEG_6,COVID_NEG_7,COVID_NEG_8,COVID_NEG_9,COVID_NEG_10,COVID_NEG_11,COVID_NEG_12,COVID_NEG_13,COVID_NEG_14,COVID_NEG_15,t.test,Rank,BHpVal
P01036,9,6,61.2894,0.393406424,0.52059479,1.599194415,0.133382934,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,16499.518,CYTS_HUMAN Cystatin-S OS=Homo sapiens OX=9606 GN=CST4 PE=1 SV=3,495.6251607,594.4595314,717.5707066,1274.828853,3062.643428,6140.562832,1067.48826,559.3586881,404.2502672,973.0680189,673.7521334,812.3615156,491.1081439,450.4082583,1299.425496,1084.599656,1555.386762,1023.656853,576.0193096,516.8204794,435.8190762,911.9596135,457.4742188,899.2109275,479.6457939,624.0552359,1011.685323,630.5088165,950.4224056,734.292376,2.695153345,2.774122295,2.855864701,3.105451884,3.486096436,3.78820818,3.028363107,2.747690388,2.606650316,2.988143199,2.828500153,2.909749341,2.691177136,2.653606345,3.113751384,3.035269462,3.191838398,3.010154398,2.760437042,2.713339715,2.639306236,2.959975606,2.660366624,2.953861576,2.68092064,2.795223031,3.00504545,2.799691164,2.977916666,2.865869019,0.395993837,104,0.628259453
P05109,4,3,28.7172,0.411609354,0.53610505,1.037617112,0.12693983,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,10891.5551,S10A8_HUMAN Protein S100-A8 OS=Homo sapiens OX=9606 GN=S100A8 PE=1 SV=1,3554.34811,3395.509483,3241.048839,3287.600958,3488.044004,3647.924495,3115.569795,2649.100453,3178.167012,4378.641704,3099.648742,3382.848464,3045.127947,2874.464099,3097.398644,4581.204281,3536.289082,3521.61942,3704.91842,3557.923162,2814.61806,3353.864783,3314.106782,2917.69747,2445.61728,2487.829454,2508.881435,2687.209906,3159.33333,3052.128732,3.55075996,3.530904948,3.510685575,3.516879098,3.542581955,3.562045841,3.493537485,3.423098427,3.502176715,3.641339409,3.491312482,3.529282544,3.483605545,3.458556889,3.490997104,3.660979658,3.54854776,3.54674242,3.56877865,3.551196565,3.44941947,3.525545549,3.520366498,3.465040259,3.388388494,3.395820605,3.399480138,3.429301592,3.499595449,3.484602847,0.412703902,105,0.648534703
P68371;P04350;Q13885;Q9BVA1;Q13509;Q3ZCM7;A6NNZ2,13,3,89.8313,0.420192735,0.543008906,1.690015868,0.124054698,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,50287.3523,TBB4B_HUMAN Tubulin beta-4B chain OS=Homo sapiens OX=9606 GN=TUBB4B PE=1 SV=1,167.5135065,160.4082639,130.7480522,262.1573175,120.1282946,446.9422444,238.1192749,76.2475905,63.8212137,192.9256889,438.877351,325.5421658,367.780526,78.19262324,246.1572424,76.50258348,534.0256877,816.323874,1375.869794,125.5281453,806.7030716,101.5445289,167.1948779,129.5729164,374.9252793,80.05825968,398.0990594,51.72344719,360.0523606,205.2274172,2.22404983,2.205226739,2.116435228,2.418561985,2.079645312,2.650251406,2.376794551,1.882226124,1.804965059,2.28539006,2.642343169,2.512607249,2.56558873,1.893165783,2.391212618,1.883676101,2.727562148,2.911862498,3.138577336,2.098741112,2.906713711,2.006656529,2.223222968,2.112514234,2.573944724,1.903406145,2.599991151,1.713687461,2.556365663,2.31223538,0.421443976,106,0.656021284
B9A064;P0DOX8;P0CG04,11,7,92.8218,0.424085158,0.543790663,1.039445022,0.122777103,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,23405.4375,IGLL5_HUMAN Immunoglobulin lambda-like polypeptide 5 OS=Homo sapiens OX=9606 GN=IGLL5 PE=2 SV=2,9164.33113,8931.247147,9338.872509,7079.883,9174.011165,7602.521253,7066.913705,7008.232728,7470.957294,8473.659198,8996.501431,8199.024256,8302.587857,7076.68066,9281.513477,10202.81364,10387.54387,9620.710059,9947.755716,9519.993564,8297.467179,8444.952546,8784.322997,7014.376266,7932.475722,7401.161411,7481.998859,7234.59134,7674.333368,8080.762865,3.962100773,3.950912107,3.970294447,3.850026081,3.962559264,3.880957643,3.849229788,3.845608515,3.873376254,3.928070993,3.954073653,3.913762171,3.91921348,3.849829598,3.9676188,4.008719954,4.016512871,3.983207126,3.997725112,3.978636655,3.918945543,3.926597214,3.943708296,3.845989059,3.899408752,3.869299876,3.874017638,3.859414004,3.885040661,3.907452362,0.424248499,107,0.654214974
P0DMV8;P0DMV9,4,4,25.1222,0.431196749,0.545498359,1.574638772,0.120490975,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,70337.4552,HS71A_HUMAN Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1,150.754663,251.4878679,97.84222987,117.922571,31.17092985,87.40572531,99.4131708,46.75227255,48.90858471,146.5778857,370.072008,131.9720113,201.6371512,35.26712224,186.5142104,45.50255494,306.1388919,464.2603715,736.9316668,110.2329382,431.7469999,57.13182452,171.6208181,42.77760725,169.576245,67.96502943,182.5724223,19.77844642,158.8419648,190.0234137,2.178270754,2.400517039,1.990526342,2.071596939,1.493749758,1.941539881,1.997443926,1.669802726,1.689385096,2.166068453,2.568286237,2.120481835,2.304570553,1.547370023,2.270711926,1.658035783,2.485918506,2.666761615,2.867427219,2.042311383,2.635229328,1.756878094,2.234569968,1.631216489,2.229365014,1.832285509,2.261435178,1.296192175,2.200965251,2.278807116,0.431949872,108,0.659923416
P32119,4,3,21.0529,0.440146513,0.551558672,2.180254362,0.117699592,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,22063.0168,PRDX2_HUMAN Peroxiredoxin-2 OS=Homo sapiens OX=9606 GN=PRDX2 PE=1 SV=5,1.679505483,7.375342918,0.85373696,7.133138088,4.318394462,39.18300909,4.814450784,0.597199613,0.864607819,61.83426267,6.545474627,1.38303235,4.037547463,0.543702937,3.512664655,3.071427834,3.625353019,14.68965637,19.93259332,1.471189816,6.264707571,0.638357243,2.573272965,0.724197672,4.468461199,0.854322913,3.585902887,0.285420638,2.102177832,2.070385842,0.225181426,0.867782218,-0.068675916,0.853280631,0.63532231,1.593097785,0.682546751,-0.223880483,-0.063180841,1.791229187,0.815941144,0.140832339,0.606117641,-0.264638321,0.545636691,0.487340316,0.559350302,1.167011637,1.299563806,0.16766871,0.796900803,-0.19493621,0.410485857,-0.140142876,0.650157991,-0.068377946,0.554598524,-0.544514628,0.322669452,0.316051289,0.447883369,109,0.677988586
Q16378,2,2,14.3281,0.452450855,0.557598337,1.231595364,0.114011259,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,15096.7539,PROL4_HUMAN Proline-rich protein 4 OS=Homo sapiens OX=9606 GN=PRR4 PE=1 SV=3,11.15592777,21.4927463,11.27362097,22.70009144,10.53376914,26.89916965,11.43250461,26.51986727,8.500647902,105.1170958,18.41264313,887.8789584,4.592260732,21.04284515,18.38769645,25.23124529,13.60972182,28.33529652,15.33944581,24.77257758,99.17974681,13.44546728,20.73989044,561.670013,16.54192541,23.13278469,27.19591615,18.46959252,73.05653312,18.44871645,1.047505694,1.332291912,1.052063429,1.356027607,1.022583796,1.429738874,1.058141385,1.423571346,0.929452028,2.021673354,1.265116136,2.948353764,0.662026538,1.323104459,1.264527326,1.401938686,1.133849248,1.452327762,1.185809669,1.393971197,1.996422995,1.1285759,1.316806458,2.749481238,1.218586058,1.364227916,1.434503693,1.266457314,1.863659059,1.265966156,0.45142697,110,0.677140455
P52209,3,3,17.645,0.465986421,0.562627657,1.034294063,0.110143625,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,53653.3398,6PGD_HUMAN 6-phosphogluconate dehydrogenase_ decarboxylating OS=Homo sapiens OX=9606 GN=PGD PE=1 SV=3,19901.77638,17557.32356,20711.34491,18178.84711,21618.40407,19408.84651,12778.95137,15131.36425,17354.37248,18238.53296,18578.21236,17722.54954,17132.61773,17168.20082,18727.01232,19816.24766,22236.93505,21413.30798,21092.87567,23545.53812,15816.36233,16785.03908,16830.98255,14518.5897,13216.36582,14422.79753,13677.77463,15275.84466,16508.27549,16092.12831,4.298891842,4.244458313,4.316208301,4.259566337,4.33482363,4.287999726,4.106495217,4.179878086,4.239408915,4.260989902,4.269003923,4.248526199,4.233823725,4.234724785,4.272468496,4.297021421,4.347074928,4.330683763,4.324135793,4.37190862,4.199106606,4.224922357,4.22610947,4.161924432,4.121112051,4.159049507,4.136015444,4.184005233,4.217701708,4.206613487,0.466795287,111,0.693884886
P01037,7,4,57.3805,0.465803175,0.562627657,1.260630057,0.110194706,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,16615.7814,CYTN_HUMAN Cystatin-SN OS=Homo sapiens OX=9606 GN=CST1 PE=1 SV=3,1552.786027,1916.903781,1796.933515,2127.27988,5291.834256,8894.799915,1714.973771,1583.727746,1617.390004,1845.559948,2068.219929,1985.182619,1724.39427,1367.643523,2169.295994,2889.767411,3512.213852,2377.191209,2242.77822,1733.890513,1575.91635,2077.136716,1688.762345,1721.112327,1317.34501,1992.471591,1345.135338,1612.186688,2101.409701,1684.194165,3.191111614,3.282600314,3.254532009,3.327824633,3.723606233,3.949136183,3.234257482,3.199680525,3.208814755,3.266128157,3.315596719,3.297800464,3.236636571,3.135972913,3.336318814,3.460862889,3.545580951,3.376064116,3.35078633,3.23902167,3.197533161,3.317465083,3.227568537,3.235809215,3.119699531,3.299392138,3.128765982,3.207415331,3.322510733,3.226392158,0.467650493,112,0.688949388
P68871,16,10,162.7373,0.47136832,0.565001613,1.040008129,0.108658623,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,16112.4817,HBB_HUMAN Hemoglobin subunit beta OS=Homo sapiens OX=9606 GN=HBB PE=1 SV=2,43452.61369,40569.14647,46848.26113,52802.72696,48015.01144,42559.80757,32747.88107,38254.65479,50774.6588,55142.53377,51303.30198,50766.83735,41236.66255,44705.3328,56280.79332,39551.00855,59976.2128,51735.69784,53879.9815,51908.5683,50120.89536,45625.71911,47422.91561,39697.99268,34279.90181,36738.38687,36804.0518,38458.75441,43582.10176,38924.33817,4.638015904,4.608195871,4.670693476,4.722656352,4.681377037,4.628999656,4.515183205,4.582684287,4.705647014,4.741486718,4.710145318,4.705580109,4.615283509,4.650359332,4.750360211,4.597157563,4.777979039,4.713790311,4.731427438,4.715239051,4.700018821,4.659209722,4.675988251,4.598768547,4.535039569,4.565120083,4.565895633,4.584995214,4.63930817,4.590221237,0.471450676,113,0.68840143
P0DP23;P0DP24;P0DP25,3,3,28.1589,0.490382386,0.583563937,1.043535503,0.103640439,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,16837.6523,CALM1_HUMAN Calmodulin-1 OS=Homo sapiens OX=9606 GN=CALM1 PE=1 SV=1,3619.85354,3946.198684,3685.397061,4299.847361,3803.3451,5419.932076,3157.784583,2564.673376,3269.868482,3799.004128,4054.702399,3945.534971,3633.866245,2843.979111,3254.288234,3569.885542,4468.330439,4665.217658,5320.908736,4229.967263,3515.069195,3336.049655,3362.758742,2800.626017,3093.835916,2550.518368,2778.409073,2469.837347,3258.115279,3571.744359,3.558690999,3.596178947,3.566484285,3.633453039,3.580165733,3.733993844,3.4993825,3.409032063,3.514530285,3.579669765,3.607958984,3.596105897,3.560368938,3.453926402,3.512456016,3.552654292,3.650145282,3.668871911,3.72598581,3.626337006,3.545933879,3.523232506,3.52669571,3.447255119,3.490497277,3.406628456,3.443796189,3.392668353,3.512966446,3.552880367,0.490673321,114,0.710185071
P01833,54,48,375.5617,0.513414309,0.605674853,1.034572792,0.098009188,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,84481.2125,PIGR_HUMAN Polymeric immunoglobulin receptor OS=Homo sapiens OX=9606 GN=PIGR PE=1 SV=4,53786.27284,54714.97582,56493.90281,55279.78437,61366.67706,59968.11876,42067.23733,48935.21466,51704.48683,49551.59506,59336.00577,62633.58111,49011.52444,48821.45557,60226.30704,67941.18555,64396.85737,61878.57993,61109.75573,64283.80645,57800.04685,60207.74272,64891.91435,48079.95011,46427.5341,48327.5787,46989.30926,49292.52999,48633.90909,51775.13567,4.730671451,4.738106212,4.752001578,4.74256634,4.787932607,4.777920425,4.623943992,4.689621498,4.713528232,4.695057639,4.773318308,4.796807243,4.690298211,4.688610723,4.779786234,4.832133121,4.808864674,4.791540338,4.786110548,4.808101585,4.76192819,4.779652345,4.812190586,4.681964008,4.666775618,4.684195037,4.671999061,4.692781109,4.686939179,4.714121246,0.513683412,115,0.737024026
P31947,2,2,10.5103,0.517190599,0.605674853,1.041208702,0.097129934,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,27888.1757,1433S_HUMAN 14-3-3 protein sigma OS=Homo sapiens OX=9606 GN=SFN PE=1 SV=1,11713.63002,12157.73119,12728.12033,13022.5086,12659.10634,12530.10069,9581.42592,10265.07293,11111.41789,12585.59625,12507.30141,13974.01611,11036.54127,11247.13113,12043.77271,16268.59969,15437.56995,14015.58114,14283.14238,13785.26358,12979.73955,13156.51363,12275.93812,10517.7312,9507.806494,10229.30879,10207.20968,10889.07437,11689.85358,11303.23482,4.068691503,4.084852537,4.104764272,4.114694653,4.102403048,4.097954561,3.981430146,4.011362039,4.045769481,4.099873795,4.097163616,4.14532124,4.042832992,4.051041759,4.080762551,4.211350173,4.188578939,4.14661111,4.154823765,4.139415074,4.113265978,4.11914082,4.08905469,4.021922067,3.978080334,4.009846289,4.008907036,4.036990964,4.067809071,4.05320275,0.518377779,116,0.737347703
Q13228,3,3,19.3173,0.521645463,0.605674853,1.188506689,0.096108014,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,52961.321,SBP1_HUMAN Methanethiol oxidase OS=Homo sapiens OX=9606 GN=SELENBP1 PE=1 SV=2,165.8596078,194.2743335,92.92417542,175.815748,103.8551857,206.5535655,195.9185525,97.6739861,91.37052213,133.263782,219.0488826,176.7992181,301.3325851,78.85509537,201.1963117,165.9726357,250.1368239,289.8421518,380.7197839,126.6549217,329.8100801,78.34306581,144.8423416,90.97609436,251.3327026,90.31107283,210.3202591,64.91688505,207.5071747,212.0206275,2.219740634,2.288415428,1.968128716,2.245057773,2.016428187,2.315032696,2.292075564,1.989778912,1.960806107,2.124712134,2.340541042,2.24748034,2.479046097,1.896829761,2.303620015,2.220036491,2.398177631,2.462161545,2.580605445,2.102622071,2.518263925,1.894000563,2.160895537,1.958927288,2.400249001,1.955741001,2.322881108,1.812357673,2.317033117,2.326378115,0.522159354,117,0.736378576
P60174,12,11,87.1998,0.523609114,0.605674853,1.07671313,0.095662766,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,31076.1726,TPIS_HUMAN Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=3,773.006632,946.7489285,564.4647521,537.8105274,563.3075848,658.3483098,660.555719,416.0542658,483.7435758,682.4818702,964.950172,738.3956785,765.870138,513.6013245,716.0849178,690.5218199,851.3172332,900.4332942,1206.137615,619.4530698,920.5290137,569.9739267,737.6928987,462.0643635,804.7658183,456.1020809,668.7765895,429.8648688,671.8760217,761.928941,2.88818322,2.976234822,2.751636828,2.730629299,2.750745599,2.818455725,2.819909457,2.619149979,2.684615211,2.834091119,2.984504888,2.868289146,2.884155136,2.710626135,2.854964527,2.839177406,2.930091425,2.954451545,3.081396862,2.792008409,2.964037481,2.755854989,2.867875603,2.664702475,2.905669522,2.659062054,2.825281062,2.633331953,2.827289142,2.88191447,0.523779603,118,0.732403682
P80188,4,4,28.5857,0.541586781,0.617829209,1.092476924,0.091730103,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,22759.1843,NGAL_HUMAN Neutrophil gelatinase-associated lipocalin OS=Homo sapiens OX=9606 GN=LCN2 PE=1 SV=2,1475.256236,1190.28847,1045.488967,1443.713713,1278.497077,1440.635796,1052.667227,766.9723256,541.4422001,1206.733355,967.2154195,714.4293031,917.6608012,912.5345442,567.2397049,1195.570386,1029.789664,1083.054491,1088.902328,1197.478093,900.5081912,984.8326503,941.6367049,776.6208361,829.7190113,631.8634323,721.2144707,791.7519721,1122.69833,911.318695,3.168867459,3.075652227,3.019319454,3.159481082,3.106699739,3.158554202,3.022291102,2.884779694,2.733552102,3.081611317,2.985523212,2.853959259,2.962682181,2.960249314,2.753766622,3.077575149,3.012748528,3.034650308,3.036988926,3.078267577,2.954487668,2.993362438,2.973883379,2.890209038,2.918931041,2.800623222,2.858064432,2.898589154,3.050263077,2.95967028,0.542717497,119,0.752507453
P02788,45,40,332.9242,0.549710225,0.622801059,1.021108109,0.090035256,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,80063.9293,TRFL_HUMAN Lactotransferrin OS=Homo sapiens OX=9606 GN=LTF PE=1 SV=6,19270.5817,17521.21237,18431.37702,19232.26249,20142.86785,19957.51439,15913.81624,15420.89605,18214.59035,17212.58103,18303.13705,17754.22185,16200.39929,16516.14174,21161.6629,22693.50172,21642.18046,19253.32587,20557.79155,20106.77131,17523.56532,17707.43947,16688.38849,16201.65987,14895.24967,15367.77201,15241.28452,15396.76959,16739.33912,15630.93898,4.284894824,4.243564154,4.265557783,4.284030378,4.304121303,4.300106451,4.201774339,4.18810961,4.260419408,4.235845998,4.262525532,4.249301642,4.209525719,4.217908601,4.325549792,4.355901515,4.335301014,4.284505762,4.312976458,4.303342338,4.243622472,4.248155766,4.222414401,4.209559511,4.173047787,4.186610909,4.18302157,4.187429611,4.223738308,4.193985068,0.55041622,120,0.756822302
B8ZZ34,2,2,11.3236,0.588723846,0.651431869,1.039683711,0.08255726,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,42679.271,SHSA8_HUMAN Protein shisa-8 OS=Homo sapiens OX=9606 GN=SHISA8 PE=3 SV=3,3946.580476,4572.419898,5936.420726,5757.544769,4549.530414,3370.261867,3998.713499,5632.548429,5958.028784,5587.085858,5407.239221,5572.622658,5089.262681,6207.790114,5522.938883,2837.885195,6175.429028,5299.156948,4959.527347,4746.708362,6458.731122,5639.74289,5077.143392,5633.030363,5126.664349,6171.959972,5568.784522,6170.631015,5431.132089,4872.432475,3.596220963,3.660146106,3.773524673,3.760237324,3.657966573,3.527663647,3.601920289,3.750704934,3.775102597,3.747185345,3.732975584,3.746059636,3.706654867,3.792937025,3.742170237,3.452994822,3.790667135,3.724206782,3.695440289,3.676392549,3.810147205,3.751259305,3.705619429,3.750742092,3.709834884,3.790423101,3.745760414,3.790329578,3.734890365,3.687745829,0.588750526,121,0.802841627
P04745;P19961;P04746,38,35,261.1156,0.590881706,0.651431869,1.036244722,0.082173922,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,58452.2445,AMY1_HUMAN Alpha-amylase 1 OS=Homo sapiens OX=9606 GN=AMY1A PE=1 SV=2,5252.220223,5637.710136,5940.872136,5648.512475,6385.166259,7021.935885,4244.641078,5031.536584,5054.299308,5254.74873,6327.130344,5669.139415,4764.683906,5051.564219,5899.833156,6734.042752,6537.948679,6404.798275,6721.911694,7193.222965,5925.839951,6635.557802,6479.556961,4712.358338,4454.793435,4778.874521,4815.141018,4828.936066,4834.402379,5141.589747,3.720342928,3.751102743,3.773850205,3.751934092,3.80517221,3.84645686,3.627840973,3.701700635,3.703660957,3.720551954,3.801206781,3.753517137,3.678034094,3.703425878,3.77083973,3.828275869,3.815441507,3.806505456,3.827492803,3.856923522,3.772749918,3.821877437,3.811545312,3.673238308,3.648827571,3.679325627,3.682609011,3.683851455,3.684342795,3.711097421,0.591208693,122,0.799585528
Q6S8J3,28,2,191.0637,0.595384922,0.651431869,1.021719968,0.081383667,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,122960.5057,POTEE_HUMAN POTE ankyrin domain family member E OS=Homo sapiens OX=9606 GN=POTEE PE=2 SV=3,22168.0542,21509.7579,25424.48829,25800.43386,26442.06692,25254.64005,17253.78757,19422.86087,21597.30964,23853.62639,25164.80687,24945.7878,21442.17109,21803.81629,23666.09387,25217.21935,29367.50831,26813.31725,28550.68096,26605.78166,23267.29063,22192.80236,21248.02243,19032.45116,17651.63459,18728.93958,18480.18136,19430.34204,21843.09875,19970.40103,4.345727575,4.332635522,4.405252221,4.411627009,4.4222954,4.402341183,4.236884447,4.288313199,4.334399655,4.377554413,4.400793602,4.396997224,4.331268757,4.338532514,4.374126583,4.401697196,4.4678671,4.428350547,4.455616471,4.424976023,4.366745815,4.346212146,4.327318516,4.279494724,4.246784928,4.272513189,4.266706229,4.288480446,4.339314249,4.300386786,0.595868151,123,0.799335324
A5A3E0,29,4,194.201,0.595384922,0.651431869,1.021719968,0.081383667,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,123098.626,POTEF_HUMAN POTE ankyrin domain family member F OS=Homo sapiens OX=9606 GN=POTEF PE=1 SV=2,79770.02428,77401.19608,91488.04986,92840.86082,95149.72764,90876.86414,62086.41683,69891.65891,77716.24423,85835.42511,90553.6064,89765.48326,77157.99017,78459.34237,85160.60388,90742.20866,105676.7017,96485.64319,102737.4118,95738.84245,83725.54134,79859.07861,76459.36128,68486.79984,63518.03846,67394.63697,66499.49977,69918.57934,78600.69728,71861.93973,4.901839724,4.888747672,4.96136437,4.967739159,4.978407549,4.958453333,4.792996596,4.844425349,4.890511804,4.933666562,4.956905751,4.953109373,4.887380907,4.894644664,4.930238732,4.957809346,5.02397925,4.984462696,5.011728621,4.981088172,4.922857964,4.902324295,4.883430666,4.835606874,4.802897078,4.828625338,4.822818378,4.844592595,4.895426399,4.856498936,0.595868151,124,0.792889071
sp|P59595|NCAP_CVHSA,70,67,330.2825,0.598610329,0.651431869,1.0219375,0.080825656,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,46025.0904,Nucleoprotein OS=Human SARS coronavirus OX=694009 GN=N PE=1 SV=1,52360.10605,49526.14768,49153.14402,49367.04355,57695.44019,61706.60503,40125.76539,41052.44024,47685.9666,47501.84889,54859.38881,54299.40719,43500.15144,44211.29241,46443.87856,60552.60541,59028.80117,58350.50913,59740.6628,58024.95468,46808.9995,48843.23389,49220.53902,40014.24941,37960.70295,38274.11054,39477.50966,39991.39041,42313.58041,45012.4873,4.719000517,4.694834548,4.691551302,4.693437119,4.761141491,4.790331653,4.60342333,4.613338978,4.67839059,4.676710514,4.739250965,4.734795088,4.638490769,4.645533211,4.666928481,4.782132834,4.771063963,4.76604465,4.776270037,4.76361481,4.670329359,4.688804411,4.692146365,4.602214675,4.579334246,4.582905107,4.596349749,4.601966504,4.626479775,4.653333012,0.599172108,125,0.790907183
P62937,10,7,65.9827,0.611276573,0.654109361,1.014588054,0.078697641,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,18240.6427,PPIA_HUMAN Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2,2675.269125,2906.193461,2747.1772,3032.573688,2511.836259,2727.983464,2352.570541,2433.829508,2669.332591,2923.229159,2848.392926,2945.287385,2500.951639,2627.580631,2693.178465,2345.893438,2961.249907,3035.821223,3091.762305,2758.362541,2937.227218,2818.241817,2914.241809,2446.849718,2329.958706,2386.504319,2452.152014,2533.757784,2397.579442,2602.09104,3.427367477,3.463324521,3.438886673,3.481811363,3.399991325,3.435841733,3.371542655,3.386290152,3.426402689,3.465862862,3.454599899,3.469127677,3.398105294,3.419556052,3.430265133,3.37030828,3.47147506,3.482276193,3.490206098,3.440651346,3.467937544,3.449978255,3.464525585,3.388607296,3.367348224,3.377762225,3.38954739,3.403765096,3.379773006,3.415322487,0.611653417,126,0.800974712
P12273,15,14,104.7052,0.616888366,0.654109361,1.429749453,0.077786396,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,16857.6295,PIP_HUMAN Prolactin-inducible protein OS=Homo sapiens OX=9606 GN=PIP PE=1 SV=1,1516.97797,1758.808483,8066.98516,3430.417656,4168.756299,1376.46583,1222.389003,3876.640076,1318.722686,1755.381867,4798.786725,3079.352248,514.9367249,17709.46374,523.3485868,2446.069575,5689.572773,8888.092956,3168.140374,2619.217403,1237.295328,2147.987021,1618.638134,2186.828213,1143.966562,722.5814596,2768.045527,469.9287497,1716.583971,1727.465768,3.180979274,3.245218552,3.906711258,3.535346999,3.620006507,3.138765435,3.087209434,3.588455481,3.120153477,3.244371608,3.681131449,3.488459371,2.711753867,4.248205411,2.718791056,3.388468806,3.755079657,3.948808588,3.500804416,3.418171548,3.092473373,3.332031653,3.209149768,3.339814668,3.05841333,2.858886814,3.442173229,2.672032016,3.234665053,3.23740945,0.617158623,127,0.801820259
P29508,26,14,176.5672,0.630660245,0.663746793,1.031586507,0.07562975,SARS-CoV-2 Negative,SARS-CoV-2 Positive ,44621.7081,SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2,98423.78653,91087.35595,112696.3786,104637.662,102501.4469,84347.96966,65514.04005,89223.17569,94129.61154,99608.06939,101051.0347,107028.8821,86500.50502,103344.8848,90126.21796,115917.9356,109778.706,113954.0204,101082.4319,117469.7999,101825.774,115093.7525,103344.8314,90582.8613,64620.83458,86196.61127,79069.43495,94166.63695,94492.47622,87800.60023,4.993100069,4.959458096,5.05190996,5.019688027,5.010729996,4.926074633,4.816334382,4.950477677,4.973726266,4.998294523,5.004540765,5.029500989,4.937018643,5.014288986,4.954851147,5.064150638,5.040518107,5.056729652,5.004675682,5.069926229,5.00785772,5.06105175,5.014288761,4.957046035,4.810372563,4.935490192,4.898008635,4.97389706,4.97539723,4.943497485,0.63085248,128,0.813208275
P11684,4,4,32.6718,0.634002748,0.663746793,1.178580233,0.075123019,SARS-CoV-2 Positive ,SARS-CoV-2 Negative,10221.8902,UTER_HUMAN Uteroglobin OS=Homo sapiens OX=9606 GN=SCGB1A1 PE=1 SV=1,140.0436198,85.1042424,103.3328487,417.512843,97.31134231,565.3076887,116.1213308,85.80357326,91.96163653,90.78421474,158.433737,1296.647745,126.986244,74.50443362,45.25355026,110.1572129,366.9019619,293.7215943,273.5548157,81.8835668,446.3894716,123.3339963,138.4640808,82.12718704,322.8160287,74.22916528,164.2251152,71.39624689,305.2972209,111.0272546,2.146263328,1.92995121,2.014238402,2.620669839,1.988163463,2.752284892,2.064912004,1.933505374,1.963606691,1.958010341,2.199847666,3.112822009,2.103756678,1.872182118,1.655652656,2.042012939,2.564550034,2.467935877,2.437044365,1.913196752,2.649713943,2.091082804,2.141337127,1.914486948,2.50895509,1.870574577,2.215439575,1.853675383,2.484722851,2.045429601,0.634334232,129,0.811357738
